  262   7.639959 192.168.200.71 → 192.168.200.240 DNS 92 Standard query 0x9f2b A mobile.events.data.microsoft.com
  263   7.655905 192.168.200.240 → 192.168.200.71 DNS 215 Standard query response 0x9f2b A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus11.centralus.cloudapp.azure.com A 104.208.16.89
  978  15.527233 192.168.200.71 → 192.168.200.240 DNS 92 Standard query 0x9a30 A mobile.events.data.microsoft.com
  979  15.542712 192.168.200.240 → 192.168.200.71 DNS 215 Standard query response 0x9a30 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus11.centralus.cloudapp.azure.com A 104.208.16.89
 1493  27.626136 192.168.200.71 → 192.168.200.240 DNS 92 Standard query 0x7ab3 A mobile.events.data.microsoft.com
 1494  27.641243 192.168.200.240 → 192.168.200.71 DNS 212 Standard query response 0x7ab3 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus05.westus.cloudapp.azure.com A 20.189.173.6
 1842  30.423994 192.168.200.71 → 1.1.1.1      DNS 72 Standard query 0x0005 AAAA www.yelp.com
 1845  30.444588      1.1.1.1 → 192.168.200.71 DNS 166 Standard query response 0x0005 AAAA www.yelp.com CNAME yelpcdn.map.fastly.net SOA ns1.fastly.net
 1850  30.481967 192.168.200.71 → 1.1.1.1      DNS 80 Standard query 0x0001 PTR 1.1.1.1.in-addr.arpa
 1853  30.497284      1.1.1.1 → 192.168.200.71 DNS 109 Standard query response 0x0001 PTR 1.1.1.1.in-addr.arpa PTR one.one.one.one
 1854  30.499226 192.168.200.71 → 1.1.1.1      DNS 91 Standard query 0x0002 A www.comcast.net.maestrale.local
 1857  30.516971      1.1.1.1 → 192.168.200.71 DNS 166 Standard query response 0x0002 No such name A www.comcast.net.maestrale.local SOA a.root-servers.net
 1858  30.517736 192.168.200.71 → 1.1.1.1      DNS 91 Standard query 0x0003 AAAA www.comcast.net.maestrale.local
 1861  30.553437      1.1.1.1 → 192.168.200.71 DNS 166 Standard query response 0x0003 No such name AAAA www.comcast.net.maestrale.local SOA a.root-servers.net
 1862  30.554417 192.168.200.71 → 1.1.1.1      DNS 75 Standard query 0x0004 A www.comcast.net
 1871  30.704904      1.1.1.1 → 192.168.200.71 DNS 165 Standard query response 0x0004 A www.comcast.net CNAME www.comcast.net.edgekey.net CNAME e7010.dscg.akamaiedge.net A 104.83.117.235
 1872  30.709776 192.168.200.71 → 1.1.1.1      DNS 75 Standard query 0x0005 AAAA www.comcast.net
 1882  30.844633      1.1.1.1 → 192.168.200.71 DNS 205 Standard query response 0x0005 AAAA www.comcast.net CNAME www.comcast.net.edgekey.net CNAME e7010.dscg.akamaiedge.net AAAA 2a02:26f0:8d00:b8d::1b62 AAAA 2a02:26f0:8d00:b9f::1b62
 1883  30.887231 192.168.200.71 → 1.1.1.1      DNS 80 Standard query 0x0001 PTR 1.1.1.1.in-addr.arpa
 1886  30.901644      1.1.1.1 → 192.168.200.71 DNS 109 Standard query response 0x0001 PTR 1.1.1.1.in-addr.arpa PTR one.one.one.one
 1887  30.903539 192.168.200.71 → 1.1.1.1      DNS 93 Standard query 0x0002 A www.homedepot.com.maestrale.local
 1891  30.939389      1.1.1.1 → 192.168.200.71 DNS 168 Standard query response 0x0002 No such name A www.homedepot.com.maestrale.local SOA a.root-servers.net
 1892  30.940157 192.168.200.71 → 1.1.1.1      DNS 93 Standard query 0x0003 AAAA www.homedepot.com.maestrale.local
 1896  30.979281      1.1.1.1 → 192.168.200.71 DNS 168 Standard query response 0x0003 No such name AAAA www.homedepot.com.maestrale.local SOA a.root-servers.net
 1897  30.980259 192.168.200.71 → 1.1.1.1      DNS 77 Standard query 0x0004 A www.homedepot.com
 1900  30.997506      1.1.1.1 → 192.168.200.71 DNS 170 Standard query response 0x0004 A www.homedepot.com CNAME www.homedepot.com.edgekey.net CNAME e14801.x.akamaiedge.net A 23.214.205.251
 1901  31.001853 192.168.200.71 → 1.1.1.1      DNS 77 Standard query 0x0005 AAAA www.homedepot.com
 1910  31.052927      1.1.1.1 → 192.168.200.71 DNS 212 Standard query response 0x0005 AAAA www.homedepot.com CNAME www.homedepot.com.edgekey.net CNAME e14801.x.akamaiedge.net SOA n0x.akamaiedge.net
